怡宝（雅园店）,龙岗区坂田雅园路中海月朗苑5栋107,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
花西拾（花言花语）,龙岗区横岗街道独竹村环竹路芝麻开门75栋,18145864204,https://p0.meituan.net/440.0/dpdeal/2171b76ac01aeb12cdc36b4804325ebc237688.jpg
吾爱鲜花（露露花店）,龙岗区吉祥中路68号,400-857-7720,https://p1.meituan.net/440.0/deal/204a788600f7d1c011ef50610af989b178835.jpg
hxs（爱花坊花店）,龙岗区南联罗瑞合南街9号（南联地铁站）,13538082458,https://p0.meituan.net/440.0/dpdeal/8ba8d2c52e7a602c3589f470de1e4337228273.jpg
鹏程开锁家电维修（布吉店）,龙岗区罗岗路159号（信义荔山公馆底商）,0755-88608234/13715297058,https://p1.meituan.net/440.0/mogu/e7d3e1176d91b49cf2d755a4eb85ba2637534.jpg
时尚鲜花,龙岗区龙岗大道双龙地铁站C出站口旁,18948754972,https://p0.meituan.net/440.0/dpdeal/2171b76ac01aeb12cdc36b4804325ebc237688.jpg
花西拾鲜花（锦晨鲜花坊）,龙岗区龙城街道爱联新屯围肚南2巷4号,15361501976,https://p1.meituan.net/440.0/shopmainpic/1d2c5c84ad775ec0d36e604de7759dab205309.jpg
580家政网（罗岗服务站）,龙岗区布吉街道锦龙路万科红生活广场1层商业1109铺,96580,https://p0.meituan.net/440.0/dpdeal/b9b4b447c465ddda3cb74710d054e729177994.jpg
益力桶装水（布沙店）,龙岗区布沙路57号,400-700-9511,https://p0.meituan.net/440.0/poi/3d2153c7322009e6ac9de73dfc105c64135168.jpg
hxs（花半开店）,龙岗区深圳坂田街道大光勘村三巷（永旺百货左侧）,13632825093,https://p1.meituan.net/440.0/dpdeal/35444ac5ff298ed8c742184963757492228011.jpg
益力桶装水（观澜新田店）,龙岗区龙华新区观澜街道新田社区谷湖龙新村17号,400-700-9511,https://p1.meituan.net/440.0/dpdeal/223f841392b94fb0ee0ac6d1153fed7f102105.png
叮阿姨保洁（中海康城店）,龙岗区龙城街道飞扬路中海康城花园D区8栋113号商铺,0755-89999518/18928443637,https://p1.meituan.net/440.0/joymerchant/3389011568656393831-45863597-1538890441507.jpg
爱慕鲜花（轩轩花店）,龙岗区布吉镇西环路,15718481276,https://p0.meituan.net/440.0/dpdeal/2503026f1219595974b67bd6d411cf4c116442.jpg
友田达怡宝桶装水专卖（龙岗店）,龙岗区龙翔大道413号,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
580家政网（愉园服务站）,龙岗区龙城街道万科金色沁园138号铺（白灰围一路与愉龙路交界处）,96580,https://p1.meituan.net/440.0/joymerchant/-9220085961619466599.jpg
花西拾-美辰花艺,龙岗区坂田街道永香路扬马市场4栋101号（坂田地铁站）,18219242708,https://p0.meituan.net/440.0/dpdeal/e8bf9a8572f3a4b39a3de786a84ae2a1240137.jpg
三季鲜花坊,龙岗区龙城街道黄龙坡村龙河路八巷7-1号,18570539910,https://p0.meituan.net/440.0/dpdeal/36477ef67bfcc0bb54fb6afc60857b65318921.jpg
hxs晨曦花苑,龙岗区坂田街道光雅园八巷19号,13620944737,https://p1.meituan.net/440.0/dpdeal/26f98ce33a952d30d25ecb0cc9fcf024218368.jpg
怡宝（华南城2店）,龙岗区平湖华南城老村工业园新木老村工业园一路3号,null,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
怡宝（福坑店）,龙岗区安良五村福坑二路6-1号,null,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（茂业店）,龙岗区布吉街道大芬村东大街盈翠家园倚翠阁108号,0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
雨贤花店,龙岗区坂田街道五和大道与长发西路14号,13733414484,https://p0.meituan.net/440.0/deal/d69c70750a307c9abe374bb293feb910196239.jpg
怡宝（大水坑2店）,龙岗区观兰大水坑三村358栋1楼,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（坂田店）,龙岗区坂田社区长坑路东8巷2号102,0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
怡宝（岗头店）,龙岗区坂田岗头中心围南7巷7号103,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（中心城店）,龙岗区中心城欧景花园4栋107号铺,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
580家政网（第五园店）,龙岗区坂田街道雅园路万科第五园一期商业街拱桥东第三商铺（面点王斜对面）,null,https://p1.meituan.net/440.0/joymerchant/8466010843277098137-22511568-1506397253034.jpg
友田达怡宝桶装水专卖（布吉店）,龙岗区布吉镇龙岭路74号1楼,0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
友田达怡宝桶装水专卖（可园店）,龙岗区南湾街道办可园小区12栋162商铺,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
金鑫开锁（布吉店）,龙岗区环湖路南岭村南洋花园A1栋A105商铺,15899885546,https://p1.meituan.net/440.0/merchantpic/f0231230a6b8392497bd913e431e72dd145259.jpg
友田达怡宝桶装水专卖（平湖店）,龙岗区平湖新和路33号(近平湖小学),0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
友田达怡宝桶装水专卖（景新店）,龙岗区平湖镇景新北街8号1楼（交通局）,0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
先锋开锁（城市广场店）,龙岗区宝吉路佳兆业城市广场二期s048商铺,0755-22222119/13423855060,https://img.meituan.net/440.0/ugcpic/bf81f0f4636eabd7b35ac1bfbb498267270653.png
怡宝（旺塘店）,龙岗区旺塘1巷与旺塘3巷交叉口西100米,0755-84506580/15118057151,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
益力桶装水（五和店）,龙岗区坂田街道五和社区大光磡村5巷1号,400-700-9511,https://p1.meituan.net/440.0/dpdeal/223f841392b94fb0ee0ac6d1153fed7f102105.png
其他生活,龙华区,全部,
祥和蚂蚁搬迁有限公司,龙华区民治街道梅龙路国鸿大厦A栋6C,18925265359,https://p0.meituan.net/440.0/merchantpic/e54bd42a387957c66106a03eab33fecf124974.jpg
小哥帮（清湖店）,龙华区三联路清湖名苑A座1102,400-818-5088,https://p1.meituan.net/440.0/joymerchant/094da5d4fcc1d650003954c70ee182d3--325859631.jpg
万能开锁（民治店）,龙华区人民路中央原著花园御珑苑48铺,0755-22220809/13699880110,https://p0.meituan.net/440.0/merchantpic/1138519f020e02e68353c5a05111bd38579962.jpg
盈彩印刷广告,龙华区龙华街道和平东路桦润馨居a3栋（龙华地铁站/龙华大润发/华润万家/龙华地税）,0755-29069240/18620300387,https://vfile.meituan.net/440.0/joymerchant/-1560152236927636996-26527360-1521688352921.jpg
洁万佳家电清洗（龙华店）,龙华区荣富路1号成达商务中心三楼A316号,0755-21046684,https://p0.meituan.net/440.0/joymerchant/-6871650133660076006-49015719-1542875826931.jpg
快跑电脑速修（龙华店）,龙华区布龙路万众城生活村22栋一楼,18038038126,https://p1.meituan.net/440.0/joymerchant/ff2a1b5aadffb82e7b4a72311be21b2f--406730143.jpg
星云电脑维修,龙华区民治大道汇宝江大厦A502（农业银行楼上，近民治大润发）,0755-89826266/15999583057,https://p0.meituan.net/440.0/joymerchant/1791893753138033865-242476-1544697858241.jpg
家门口开锁（龙华店）,龙华区龙华街道华联社区大浪南路海荣豪苑二层G212,18923433334,https://p0.meituan.net/440.0/joymerchant/-700263523714876775-50698725-1545314414253.jpg
中港蚂蚁搬家（民治店）,龙华区龙华区民治大道松花大厦508,0755-82670883,https://p1.meituan.net/440.0/merchantpic/78f8b84ef61b78f4e0134355828b4410164705.jpg
速达管道疏通清洁服务部（龙华店）,龙华区龙发路368号,null,https://p1.meituan.net/440.0/merchantpic/46cd9297c2b884b31e9652c12c187eb3214422.jpg
宏达开锁,龙华区南坪快速路民治街道上塘隔圳新村22栋102,13713712125,https://p1.meituan.net/440.0/merchantpic/2c9935caa29af9761e81934e16a65c98115505.jpg
爱心蚂蚁搬家（民治店）,龙华区民治大道468号海韵大厦603,13751150708,https://img.meituan.net/440.0/ugcpic/d34e68ca9e6be20c5d6c842938979ffd262496.png
益民疏通清洁服务有限公司（龙华店）,龙华区民治大道水尾新村42栋1楼,13554920983,https://p0.meituan.net/440.0/joymerchant/-8605152783768721861-30709284-1541681901158.jpg
e家政保洁家电清洗（龙华店）,龙华区东环二路东环花园50栋1单元101室,400-666-4555,https://p0.meituan.net/440.0/dpdeal/1c858ada28753ba74cdb9e3e46762abd203940.jpg
怡宝（武馆店）,龙华区观兰大道武馆村40栋40-3号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
友帮家政,龙华区建设路44号（西头新村D区内）,13538266380,https://p0.meituan.net/440.0/merchantpic/14fd3e024a7674482a29d3a7f8527cd5154592.jpg
爱慕鲜花（缘起花艺）,龙华区观澜镇松元厦社区大布头村241号,13420910842,https://p1.meituan.net/440.0/deal/6e57605dbb1a03da009b194329a8279f212797.jpg
唯宠梦公馆,龙华区龙泽榕园A栋113号铺（龙华优品建筑南门对面）,0755-21010115/15999723900,https://p0.meituan.net/440.0/joymerchant/4746825529388267684-27907034-1503164406670.JPG
速达管道疏通清洁服务部（民治店）,龙华区民治街道民德路朝阳新村4栋1层,13554887168,https://p1.meituan.net/440.0/merchantpic/46cd9297c2b884b31e9652c12c187eb3214422.jpg
刘记开锁（龙华店）,龙华区和平路189号,18819003125,https://p0.meituan.net/440.0/dpdeal/90eee42c78a34657aa97064a413aef8453930.jpg
深圳市洁美除螨服务有限公司,龙华区清龙路大唐时代公寓621室,15115360073/13510336873,https://p0.meituan.net/440.0/merchantpic/c6caab8e61bff7af9863e6336a655d69163046.jpg
联想3C服务中心（龙华街道店）,龙华区龙华街道龙华和平路金銮时代广场13楼1305室,0755-29418057/29418024,https://p0.meituan.net/440.0/joymerchant/-8947925566383189452-47576625-1543109720969.jpg
馨子花店,龙华区民安路绿景香颂佐购物中心一楼L121铺（屈臣氏旁）,18926021549,https://p1.meituan.net/440.0/poi/5a869fff72b8a7520f4604fceb8b272671680.jpg
快而美开锁管道疏通,龙华区民塘路南源新村93栋103铺,18823354540,https://p0.meituan.net/440.0/joymerchant/-2008163841764482923-24336249-1538288943437.jpg
洁修哥（龙华店）,龙华区民治大道500号华星大厦一楼121室,400-670-8378/13424412354,https://vfile.meituan.net/440.0/joymerchant/2872871882460315123-21189378-1529544389641.jpg
申挚针改衣（光明新区店）,龙华区东新九巷宏豪公寓旁,null,https://p0.meituan.net/440.0/dpdeal/fa1c8e7c741003f752e77f01ff592e43112855.jpg
新苑宠物,龙华区民治街道石龙路中航阳光新苑2栋43号（白石龙地铁站B出口）,13692120300/18025431726,https://vfile.meituan.net/440.0/joymerchant/-1878013075156747489-5407718-1531542354390.jpg
谷泰律师事务所,龙华区大浪街道办事处浪花路2号梵思诺大厦2楼,0755-29503110/18926542950,https://p1.meituan.net/440.0/joymerchant/-2657014295565247898-46466347-1537861181690.jpg
小铃铛宠物,龙华区民塘路万科金域华府二期39铺（上河坊书香门第cocoCity旁）,17665275200,https://p1.meituan.net/440.0/joymerchant/-3890612644419768555-39847585-1545131375765.jpg
美国SKYISH空气治理,龙华区梅龙路988号泽华大厦802室（山姆会员商店对面）,400-893-8633,https://p1.meituan.net/440.0/joymerchant/4062034756666455095-40507721-1542869216056.jpg
熊猫闪修手机服务（龙华店）,龙华区梅龙大道特区1980文化产业园三期15号,0755-23999170/18018733980,https://p0.meituan.net/440.0/joymerchant/21361798d8bb51d9a1809d0dcd3da682-898454480.jpg
1小时手机快修连锁（龙华地铁站店）,龙华区和平路青年城邦园117号（龙华地铁站C出口旁）,0755-21047250/17722448786,https://p0.meituan.net/440.0/joymerchant/6522585226037483225-40613293-1543299344864.jpg
乐家开锁换锁服务中心（龙华店）,龙华区新区大道150-2号近白石龙地铁站240米,18145835110,https://p0.meituan.net/440.0/joymerchant/-5101195260197834823-46558068-1538029062795.jpg
百姓搬家公司,龙华区龙华一路68号,18028727071,https://p1.meituan.net/440.0/joymerchant/-6613345599826511219-24378322-1545710111514.jpg
绿益源家政家电清洗（龙华店）,龙华区民宝路南源新村新二巷63-2号（南源商业大厦停车场旁边）,13692169380/15902036136,https://p1.meituan.net/440.0/merchantpic/9777505d381ec89f440d56b0293ea93c108552.jpg
益力桶装水（红山店）,龙华区民治街道创业花园82栋101,400-700-9511,https://p1.meituan.net/440.0/dpdeal/4781ae14f31939f7889761ed811a9d6c36755.jpg
安如搬家,龙华区民治街道东边新村29栋102,0755-88899113/13682518210,https://p0.meituan.net/440.0/merchantpic/cf97816f60c11941aa4b677ee76c9bad466398.jpg
咔咔萌宠馆,龙华区梅龙大道842号（锦绣江南四期北门）,18927488382,https://p1.meituan.net/440.0/merchantpic/8364f3e092126734bfd20b47341da831428618.jpg
华乐开锁家电维修管道疏通服务部,龙华区民治街道民乐新村114栋102号（民乐小公园）,13322997993,https://p1.meituan.net/440.0/merchantpic/4a0e2a102affeb7941b0934cb25f7f8a433382.jpg
益力桶装水（龙华大浪店）,龙华区龙华新区大浪华胜路大浪街道办华旺路13号铺桂冠华庭东门向南25米,400-700-9511,https://p0.meituan.net/440.0/dpdeal/0470b1f5be1779427a45bbc8b2950e70339967.jpg
农夫山泉水店（龙华新区店）,龙华区民治街道办松仔园村A区1巷3号（沃尔玛）,0755-22220215,https://p1.meituan.net/440.0/dpdeal/63cda63a65bf3711cf9db3f1a36d206c87224.jpg
蓝钥匙开锁（龙华店）,龙华区龙观东路富联二区50栋1楼（联友大厦后边）,400-748-8810/18820990076,https://p1.meituan.net/440.0/joymerchant/-2582538099273964414-24439486-1538057252125.jpg
鸿旺家政有限公司,龙华区福城街道观澜人民路235-7,18538288851,https://vfile.meituan.net/440.0/joymerchant/1505054203821467236-44265990-1537600398554.jpg
斑马搬家（龙华分店）,龙华区郭吓一区11巷9号（三联公园）,0755-36556550,https://p1.meituan.net/440.0/joymerchant/-333618466494180058-47934735-1545385786866.jpg
创泰开锁配汽车钥匙（民治店）,龙华区民治街道梅龙大道樟坑二区40栋,18118777110,https://p1.meituan.net/440.0/merchantpic/1f6bf46a79663abdcc43f9c8506e5211116451.jpg
贵宾之家宠物生活馆（民治绿景店）,龙华区民治大道香颂购物中心2楼住宅底商外围（民治大道与布龙路交汇处）,0755-23764164,https://img.meituan.net/440.0/msmerchant/944705f4ae84d81e9bdb11ebb6c5e22e280311.jpg
萌萌花店,龙华区民治街道牛栏前万众生活村30栋12号商铺,18682172808,https://p1.meituan.net/440.0/deal/1cb90194e33ed7925ffdf4c99289a3fb149648.jpg
圣匠锁具商城（民治店）,龙华区民治街道旺民街莱蒙水榭春天6A期9号商铺,13418805110,https://p1.meituan.net/440.0/mogu/d8d9c806375fc510fc256695bc128d2314426.jpg
苹果维修服务中心,龙华区工业路龙胜时代大厦1401,0755-83201171/18126207294,https://vfile.meituan.net/440.0/joymerchant/-4648792260198093032-24234184-1528117033666.jpg
桥恩心理咨询·全国连锁（龙华店）,龙华区布龙路与和平路交汇处港铁天颂b9栋16G,0755-86526362,https://p1.meituan.net/440.0/mogu/b6a37d2d2b7ff8a7dd2e5d649393e369192371.jpg
金石开锁换锁指纹锁服务中心（龙华店）,龙华区民塘路东泉新村148栋101号（7天连锁酒店楼下）,18938695110,https://p0.meituan.net/440.0/mogu/59784ad30109d1800c5942ec4c7040b7116582.jpg
Lucky宠物生活馆,龙华区油松路卓能雅苑东南2门,15999954964,https://p0.meituan.net/440.0/joymerchant/8721503331180626457-42240657-1539758502668.jpg
畅通达疏通清洁公司（观澜店）,龙华区观澜街道樟阁路桔岭村小区20号,13352919806,https://p1.meituan.net/440.0/dpdeal/fea3d2e22004fc4f5abe823e8be85571318948.jpg
万能开锁,龙华区东环二路共和新村116栋104号,13699880110,https://p1.meituan.net/440.0/merchantpic/1c21e0ddac2c51f8f66ed60c1773b10c28760.jpg
圆长圆家电维修（龙华店）,龙华区民治大道民治社区沙元埔一栋102,14778204951,https://p1.meituan.net/440.0/merchantpic/3cdda03dc4a927dc5e9c09629f5f2224746070.jpg
爱宠小铺,龙华区山咀头综合大楼一楼,18033039678,https://p0.meituan.net/440.0/joymerchant/5924301145929368977-43709681-1541579043637.jpg
鹏程开锁家电维修（龙华店）,龙华区弓村路弓村1栋内,0755-22222191/13715297058,https://vfile.meituan.net/440.0/joymerchant/-1564196540157521910-24303818-1532507258164.jpg
管家帮家政保洁服务（旺民街分店）,龙华区旺民街水榭春天六期（民旺路A区1-20号商铺）,13370111022,https://p1.meituan.net/440.0/mogu/66093923b436cae1f1f83df48464cb6d79185.jpg
速派星电器维修服务中心（龙华店）,龙华区东环二路水斗新围村五巷2栋205室,13530209192,https://p1.meituan.net/440.0/mogu/090498fca4f661231269d8327a5aa81b68481.jpg
水电小哥（龙华店）,龙华区布龙路东龙新村一区86号楼105,17704056163,https://p1.meituan.net/440.0/mogu/76ae7726c0dd17b5a4411ca3b509d647476724.png
美万佳家政,龙华区民治街道梅龙路世纪春城四期一栋02号,18038058990,https://img.meituan.net/440.0/ugcpic/f14817d9357d88dddca14543404a75f9245878.png
美丽契约（心动花店）,龙华区龙华金龙华广场79号（龙华天虹正对面郭吓村）,18898838262/13480177725,https://p1.meituan.net/440.0/deal/47c1734a75e4e204caa17aa328b1dcc8452059.jpg
好兴亿电脑维修（龙华店）,龙华区龙观快速河背大数据研发中心综合楼412-413,0755-83662826,https://p0.meituan.net/440.0/merchantpic/2e8d4291321fcdd3aa3bae1860cd5655303811.jpg
腾兴开锁服务,龙华区民治街道大洋东街松仔园a区4巷8号,13632636223,https://p0.meituan.net/440.0/mogu/3ca61f5e6e5b2f14cb5400aa7527305d214341.jpg
轻喜到家（龙华店）,龙华区东环一路锦绣新村c区16栋,0755-95013355/400-166-9366,https://p0.meituan.net/440.0/joymerchant/-7336010774116109162-27300222-1542698329369.jpg
速达管道疏通清洁服务部（大浪店）,龙华区华荣路304号,13554887168,https://p1.meituan.net/440.0/merchantpic/2553ddab5bb24a8a3adcf1d67731dca5214201.jpg
急客通（龙华店）,龙华区和平路景华新村南区43栋202房,13682335459,https://p1.meituan.net/440.0/mogu/156d67c9368123b5cbf933430a121d1b102858.jpg
巧匠到家（龙华店）,龙华区梅龙大道98号（国鸿购物广场内）,400-877-9136/13713936936,https://p1.meituan.net/440.0/dpdeal/b2a6a2da2e454b0757df12fd704a6170314494.jpg
艺速快印有限公司,龙华区民治大道973号万众润丰创业园A栋二楼A-01,0755-29059306,https://p1.meituan.net/440.0/joymerchant/-4419624559254902941-41163235-1537858379445.jpg
金禹防水补漏公司,龙华区民治街道民治大道水尾一区11栋401室,13620936566,https://p1.meituan.net/440.0/joymerchant/8935763607415031267-44654845-1539605162278.jpg
小锁匠,龙华区民田路251-2号（传奇冒菜附近，世纪春城南公交站附近）,18899777080,https://p1.meituan.net/440.0/joymerchant/4397365e353d5fdbeef0b9686725dc5e.jpg
呆萌宠物生活馆,龙华区龙华街道美丽家园北区5-6栋111号,15889327443/13632528070,https://p1.meituan.net/440.0/merchantpic/bd1c3648e61361e38293d20fa47a999e596130.jpg
十分到家清洗（龙华店）,龙华区工业路龙胜工业区10栋一楼2号,400-830-0100,https://p0.meituan.net/440.0/joymerchant/3734361174200425739-20864839-1494923507178.jpg
精通开锁,龙华区东平路与东环一路交叉口旁,0755-88855549,https://p1.meituan.net/440.0/dpdeal/556a7e95cf005d5bb3ba9a50b6c049e053147.jpg
深记开锁（龙华店）,龙华区民治街道民旺路民治第一工业区16栋一楼d21号铺,13699833214,https://img.meituan.net/440.0/ugcpic/bf81f0f4636eabd7b35ac1bfbb498267270653.png
爪爪宠物（民治店）,龙华区龙华新区民治大道139号潜龙鑫茂花园A区3栋101室（民治天虹对面）,0755-23779023,https://p1.meituan.net/440.0/merchantpic/0bbb4e0f077efb3b44727b58b23afdd9359204.jpg
快洗到家家电清洗（龙华店）,龙华区民治大道304号（嘉熙业广场）,13714342680,https://p1.meituan.net/440.0/merchantpic/8823f758533b5b63ac846b9dea604ca2130775.jpg
恒易电脑维修,龙华区民乐新村76栋1楼（兴万和商场）,13543347126,https://p0.meituan.net/440.0/mogu/149a1d001a85cf3fc2b9599fb159e7a1419653.jpg
德仔手机维修中心,龙华区民治街道民新社区榕苑一栋104号铺（近横岭公交站）,13823365767,https://p0.meituan.net/440.0/dpdeal/cbe26ead7926f6e618429e50bbfbd3cf83458.jpg
580家政网（大岭服务站）,龙华区龙华人民南路七里香榭花园10号铺,96580,https://p1.meituan.net/440.0/joymerchant/-962097158575542763.jpg
小哥帮（观澜店）,龙华区人和路观澜荷叶榕市场,400-818-5088,https://p1.meituan.net/440.0/joymerchant/3b989826b0fb4c56fc9d8cc9280b6f8d-1164089493.jpg
怡宝（章阁店）,龙华区观澜街道唐前路新塘村东区11-2,0755-26922222/26753362,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（龙华2店）,龙华区龙华工业西路215号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
怡宝（金地店）,龙华区民治街道金地上塘道花园8-A9号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（大浪2店）,龙华区大浪上横朗同胜科技大厦C栋21-22号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（民乐2店）,龙华区龙华民乐新村57栋1楼,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（清湖店）,龙华区清湖新村2巷7-3号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
小哥帮（世纪春城店）,龙华区梅龙南路世纪春城四期3B栋307室,400-818-5088,https://p1.meituan.net/440.0/joymerchant/9320e52d11ec2b3b7e2eca73e4efc690--860936437.jpg
亿情缘鲜花坊,龙华区民治大道牛栏前新村95栋,18124789252,https://p0.meituan.net/440.0/dpdeal/fda73fd5d307a296ba8356d5874dc036395155.jpg
怡宝（大王村店）,龙华区沙井大王村西村3巷1号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/53aa0759f9df968c76e4cca3e05cc6f9160330.jpg
怡宝（长坑店）,龙华区坂田长坑3巷13号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（观澜店）,龙华区观澜街道岗头东五围198号（东王实验学校附近）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友帮家电清洗,龙华区民塘路金域华府一期B座202,13538266380,https://p0.meituan.net/440.0/merchantpic/14fd3e024a7674482a29d3a7f8527cd5154592.jpg
爱慕鲜花（申美花店）,龙华区龙华街道东环二路新阳丽舍小区12号,15013602096,https://p0.meituan.net/440.0/deal/917ce332b89e1e7c1fa6ae26829e3836335032.jpg
花西拾（花开心动店）,龙华区龙华街道郭吓村一区华润万家前100米,0755-27048293,https://p0.meituan.net/440.0/dpdeal/2171b76ac01aeb12cdc36b4804325ebc237688.jpg
玫瑰花坊（伊菲花艺）,龙华区公园路华园道386号,13410118896,https://p1.meituan.net/440.0/deal/eff3c182b2f0bf6da0bbf2eacaab99a6216899.jpg
爱慕鲜花（馨子花坊）,龙华区龙华民治牛栏前满滔大厦1楼,18926021549,https://p0.meituan.net/440.0/deal/989da06e3e10f809c133d3e8da932153230918.jpg
畅通达疏通清洁公司（大浪店）,龙华区大浪街道元芬工业区339号,13392446567,https://p1.meituan.net/440.0/dpdeal/de55258f7fe47ce854d2aace77229b15462573.jpg
畅通达疏通清洁公司（龙华店）,龙华区民塘路民治中学对面,13352919806,https://p1.meituan.net/440.0/dpdeal/fea3d2e22004fc4f5abe823e8be85571318948.jpg
锦尚鲜花（心动花店）,龙华区龙华汽车站七天连锁酒店一楼,0755-27048293/18898838262,https://p1.meituan.net/440.0/deal/386347c554f52d02e3443a5a47108f9f509471.jpg
怡宝（民新店）,龙华区民治大道水尾二区10栋底商,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
畅通达疏通清洁公司（梅林关店）,龙华区民治街道民乐大道万家灯火一栋8号,13392446567,https://p0.meituan.net/440.0/merchantpic/d61334615d93b810a41b0dff5dab4d76317418.jpg
益力桶装水（大浪万盛店）,龙华区龙华新区大浪八区13栋4号一楼康美百货向西50米,400-700-9511,https://p1.meituan.net/440.0/dpdeal/ba007fc214b15845343bdbc4966bd1c658606.png
友田达怡宝纯净水,龙华区观澜镇大和路马坜老一村41栋101室,0755-26922222,https://p0.meituan.net/440.0/xianfu/ab40c7e1f0e1751063a9d448d5a57cda40960.jpg
益力桶装水（牛栏前店）,龙华区龙华新区民治牛栏前万众生活村3栋2号档（大道茶商行往北10米）,400-700-9511,https://p0.meituan.net/440.0/dpdeal/809a945afa96670189064ded93016ef6103444.png
友田达怡宝桶装水专卖（龙胜店）,龙华区龙胜路综合楼首层铺位A15铺(近锦绣江南),0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（民治店）,龙华区民治樟坑一区172栋1楼（民治地税局正对面）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
爱慕鲜花（花好月缘鲜花店）,龙华区龙华华旺路大浪商业街31号（大浪商业中心B栋）,0755-27048293/18898838262,https://p0.meituan.net/440.0/deal/989da06e3e10f809c133d3e8da932153230918.jpg
友田达怡宝桶装水专卖（大浪店）,龙华区龙华大浪华旺路36号（近华富华昌工业区）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（美丽365店）,龙华区弓村30栋1楼（近365花园）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
益力桶装水（龙华玉翠店）,龙华区龙华新区玉翠C区46栋光头佬便利店往北5米,400-700-9511,https://p1.meituan.net/440.0/dpdeal/4781ae14f31939f7889761ed811a9d6c36755.jpg
其他生活,坪山区,全部,
吉明环保（龙岗店）,坪山区龙岗区新湖南路与龙兴北路交叉口北150米,0755-85211306,https://p1.meituan.net/440.0/mogu/4866c6a47885960a6fc420b65f6569ba22630.png
星缘科技,坪山区坪山区六和城H2210（六和城 天虹）,13590426470,https://vfile.meituan.net/440.0/joymerchant/-4857308502187406803-45436609-1537596584092.jpg
好邻居家政,坪山区中山大道3003-56号,0755-85209689/13691859783,https://p0.meituan.net/440.0/dpdeal/21891c53b02e8ebd029e101965cfb21a101857.jpg
吉明环保清洁家政,坪山区坑梓街道双秀路36号城中心写字楼A-203（龙岗中心城）,0755-85211306/18620397619,https://p1.meituan.net/440.0/mogu/4866c6a47885960a6fc420b65f6569ba22630.png
华辉照相广告印刷,坪山区京基御景印象1期40号铺,0755-27698637/13528786591,https://p0.meituan.net/440.0/dpdeal/ba9e0182d7536fcfaa0a94be0a91a23f264740.jpg
