开锁,福田区,全部
德国YIDA美牙管理,福田区福华路金中环国际商务大厦B0907号（会展中心地铁E出口）,15099949149,https://p0.meituan.net/440.0/joymerchant/ae72778b9783fc5b24762568459daf5a-1448259330.jpg
深科心理咨询,福田区滨河大道与彩田路交叉口爱地大厦西座2楼,0755-83660606/85008585,https://vfile.meituan.net/440.0/joymerchant/5954477111628799979-44225871-1534314718567.jpg
福华口腔医院,福田区福华路3号（深圳市中医院旁）,400-087-6600-0714/18126233030,https://p1.meituan.net/440.0/joymerchant/-6674042490594920578-31891623-1545201332636.jpg
精润齿科连锁机构（滨河路下沙店）,福田区下沙8坊109栋一楼商铺（近KKONE，麦当劳）,0755-83202619/13924644760,https://p1.meituan.net/440.0/joymerchant/7295853204106056185-24269164-1542087852582.jpg
博耀齿科（红岭店）,福田区红岭南路1039号红岭大厦（维也纳酒店旁）,0755-25116558,https://vfile.meituan.net/440.0/joymerchant/7532244429612421963-26081921-1527572443589.jpg
康贝尔齿科（福田店）,福田区新洲村新洲二街嘉洲富苑1B-3号,0755-82799136/83810259,https://p1.meituan.net/440.0/joymerchant/-8959143206152208266-21685117-1506166075996.jpg
元和堂康复中心,福田区深圳福田区泰然三路泰然四路305,null,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
迈兔口腔,福田区景田路82号中国茶宫8楼801（近万科金色花园）,0755-83161348/13246693038,https://p0.meituan.net/440.0/joymerchant/6010245975959126661-26131246-1493883260587.jpg
惠佳悦口腔门诊部,福田区振中路鼎诚大厦2303室（天虹商场楼上写字楼）,0755-82767566,https://p1.meituan.net/440.0/joymerchant/-6421721834207794833-50902120-1545383786968.jpg
欧诺口腔（新城市广场店）,福田区深南中路1095号新城市广场3层3009号铺,0755-82343979,https://p0.meituan.net/440.0/joymerchant/-4640293964262118992-42032186-1545572051866.jpg
中信健康深圳体检中心（福田店）,福田区深南中路6011号NEO大厦A座16楼（近天安数码城）,400-662-6888,https://p1.meituan.net/440.0/joymerchant/-5110880557067520538-713226-1505117558503.jpg
韦博口腔牙齿矫正连锁（新洲店）,福田区新洲三街金福苑36号（家乐福对面）,0755-88914753/13612917867,https://p1.meituan.net/440.0/joymerchant/7252973033980074155-411199-1543633856834.jpg
徐莉口腔诊所,福田区梅康路6号理想公馆2810,18819002810/15815527434,https://vfile.meituan.net/440.0/joymerchant/-1775124380480980658-42103286-1532504962856.jpg
朱晓菊口腔诊所,福田区华强南路赛格苑1楼3018-1商铺（华强南B出口北行30米）,0755-83656369,https://p1.meituan.net/440.0/merchantpic/34f58921c76cf07a007d925b9f1d90dd2046072.jpg
立世达特品牌口腔·雅美口腔,福田区深南大道车公庙安徽大厦创展中心106,0755-83598226,https://p1.meituan.net/440.0/joymerchant/5569353940663877-1236000-1542273706542.jpg
宏山齿科（梅林店）,福田区梅育路17-2号1-2楼（梅林幼儿园附近）,0755-83129209,https://vfile.meituan.net/440.0/joymerchant/-8182908364946433943-44658019-1536739846005.jpg
微齿口腔（大中华金融中心店）,福田区彩田路大中华国际金融中心C座1208室（近希尔顿酒店）,0755-21800800/82563729,https://p1.meituan.net/440.0/merchantpic/6f18b954ad24f0bfbdbd7af75d2e942a241741.jpg
耀光牙科（福强路店）,福田区丹桂路48号,0755-83569929,https://p1.meituan.net/440.0/merchantpic/9c1f228805ff0b28283b432530d244b26129523.jpg
正夫口腔（石厦店）,福田区石厦北三街4-2号,0755-83021043,https://p1.meituan.net/440.0/joymerchant/-1614931510842023606-5450870-1495100735571.jpg
奥亚体检,福田区金田路4036号荣超大厦M1层（关山月美术馆，少年宫，莲花山）,400-993-1669,https://vfile.meituan.net/440.0/joymerchant/-2995689498764489291-1953505-1524715764826.jpg
天一口腔（梅林店）,福田区梅林路碧荔花园104铺,0755-83103226,https://p0.meituan.net/440.0/joymerchant/-4561754487990304255-50760406-1545721243011.jpg
一纯齿科,福田区莲花路新世界文博中心15楼1506号,0755-23602010/23613005,https://p0.meituan.net/440.0/joymerchant/-5586889300370083321-46297710-1539246821943.jpg
格伦菲尔口腔（福田总店）,福田区岗厦村福华路文蔚大厦二楼（近岗厦地铁站A出口）,0755-33121885,https://vfile.meituan.net/440.0/joymerchant/-3338792804088621331-21380554-1515031217490.jpg
佰仕口腔门诊部,福田区皇岗一街上围一村3号楼（东方园水会后身）,0755-83258971/18928440541,https://p0.meituan.net/440.0/joymerchant/8140691112092967515-39138467-1540974661415.jpg
医汇口腔（卓越时代广场店）,福田区福华路卓越时代广场二期一楼L110、L128、L129商铺,0755-23996340,https://vfile.meituan.net/440.0/joymerchant/8846038887879811487-41053951-1534309534953.jpg
妈咪知道儿科诊所（卓越店）,福田区中心区卓越时代广场（中心三路西）,400-022-2512,https://p0.meituan.net/440.0/joymerchant/5979693847608787658-25595471-1542014157906.jpg
和贝口腔门诊部,福田区八卦路八卦岭工业区515栋203洋浩广场二楼（上林苑酒店对面）,0755-22923982/13692287328,https://vfile.meituan.net/440.0/joymerchant/115978254368823749-21498509-1535526571641.jpg
爱康国宾体检中心（福田分院）,福田区滨河路与彩田路东交口联合广场裙楼B201、203（近岗厦地铁站）,400-810-0120,https://p0.meituan.net/440.0/joymerchant/-2587181747044873515-22107006-1544002357394.jpg
爱康健齿科集团（王琦口腔诊所）,福田区桂花路渔农村海悦华城C座商铺107号（地铁4号线福田口岸站A出口正对面）,0755-83870623/83870623,https://vfile.meituan.net/440.0/joymerchant/469549511321840858-745981-1515472995308.jpg
美年大健康体检中心（中港城门诊部）,福田区福宝街道福强路中亚美食城三层,0755-36880477,https://p1.meituan.net/440.0/joymerchant/52763e2f085a1cd4e678cdb452413581--2082487971.jpg
蒙恩齿科（天健世纪花园店）,福田区福中一路天健世纪花园一栋1楼商铺,0755-88859666/82863777,https://p1.meituan.net/440.0/deal/bc2e37e6b692babef1d9013ee0b4ff7150600.jpg
美莱齿科正畸中心,福田区深南中路2050号（华南电力大厦2-4层）,18682091202,https://p1.meituan.net/440.0/joymerchant/-4815279679542573974-25256005-1539939293618.jpg
妈咪知道齿科中心（文创1979店）,福田区香蜜湖1979文化风情街A区A1栋302,400-022-2512,https://p1.meituan.net/440.0/joymerchant/-4849969486503328431-25595471-1539681092436.jpg
拜博口腔（财富大厦店）,福田区福华三路88号（财富大厦6楼）,400-850-0755,https://p0.meituan.net/440.0/joymerchant/-6934789739961050325-23882867-1545294655941.jpg
慈铭体检（华融分院）,福田区民田路178号华融大厦四层0401-0405号,400-880-0001,https://p1.meituan.net/440.0/mogu/9af422f189c0aa23bb65b61c3bb80d4452391.jpg
弘和齿科（福田百花店）,福田区百花四路长安花园裙楼首层（长城大厦麦当劳旁）,0755-82075701,https://p0.meituan.net/440.0/joymerchant/6395098478190679723-5484719-1500541155779.jpg
慈铭体检（福田分院）,福田区沙头街道竹子林深南大道福安大厦西座三楼,400-880-0001,https://p1.meituan.net/440.0/mogu/9af422f189c0aa23bb65b61c3bb80d4452391.jpg
壹新齿科（华嵘店）,福田区福田街道深南大道2003号华嵘大厦10楼1001-1004,0755-83621181,https://p0.meituan.net/440.0/joymerchant/-3050549127952986051-33551357-1542009987143.jpg
和顺堂（丽港湾店）,福田区福田保税区椰风路丽港湾花园2楼（福朋喜来登酒店旁）,0755-83459626,https://p1.meituan.net/440.0/poi/f9e9de3d3f4883fc8ef7a81f1c4126dd61440.jpg
马泷齿科（福田店）,福田区一号路时代金融中心6楼6B（投资大厦）,0755-23936979,https://vfile.meituan.net/440.0/joymerchant/6312813014729843453-717092-1526982534941.jpg
松鼠口腔（卓越时代广场门诊部）,福田区福华路卓越时代广场一期裙楼三楼,0755-83210977,https://vfile.meituan.net/440.0/joymerchant/3390234683491160102-24452994-1514250363269.jpg
维雅齿科（星河中心店）,福田区中心五路星河中心购物广场L2（利兹卡尔顿酒店，皇庭广场东面，大中华南面，金中环西面，会展中心北面）,0755-23618563/82056515,https://p1.meituan.net/440.0/deal/__3142117__4472922.jpg
骆敏齿科（特发店）,福田区香梅路2003号特发小区文创广场一楼西侧楼梯上三楼355A（近香梅地铁D出口，文化生活新天地对面）,0755-88914883/15817488711,https://vfile.meituan.net/440.0/joymerchant/3155031950420567167-44195806-1536942370262.jpg
珮斐齿科,福田区泰然六路雪松大厦B座16A,0755-83212145,https://p0.meituan.net/440.0/joymerchant/-6534731146782095297-29555511-1543486485981.jpg
长悦齿科,福田区福民路140号瑞和园南门（石厦A出口直走300米）（福田区政府斜对面）,0755-82777175,https://vfile.meituan.net/440.0/joymerchant/7479141431834600025-29795842-1525419034369.jpg
欢乐口腔医院,福田区上步南路佳兆业中心A座（新城市广场旁）,0755-22308629,https://vfile.meituan.net/440.0/joymerchant/6833535257053835450-27782137-1521422625408.jpg
童美齿科（福田中心店）,福田区金田路水围村金港豪庭F座会所一楼（国美电器旁）,0755-86686619/25589948,https://p1.meituan.net/440.0/joymerchant/8582090493699751881-4847216-1501559495642.jpg
方正齿科,福田区景田北路翔名苑文化活动中心（名进投资大厦1楼115号）（香梅酒店一层）,0755-83075020,https://p1.meituan.net/440.0/joymerchant/-361138904051033382-22104503-1541813292215.jpg
爱康健齿科集团·李川口腔诊所,福田区金田路水围村金庄商业楼1-3楼（福民站D出口）,0755-83800993/400-690-5888,https://vfile.meituan.net/440.0/joymerchant/-5121385745468310348-745981-1523342742002.jpg
雕塑口腔,福田区中康路8号雕塑家园30楼3001室,0755-82519997/18823761658,https://vfile.meituan.net/440.0/joymerchant/3082374781898582363-39854670-1525409091180.jpg
鹏盛牙科中心（八卦二路门诊部）,福田区八卦二路615栋首层（劳动就业大厦院内）,0755-25924558,https://p1.meituan.net/440.0/deal/__47100969__8650141.jpg
开成齿科（梅林店）,福田区上梅林凯丰花园北门旁梅林路33号（中石化加油站正对面）,0755-25981955/82528093,https://p1.meituan.net/440.0/mogu/5d437a6f03c9f9b062c49771b8bcfc6b141689.jpg
美加齿科,福田区福华一路138号国际商会大厦A座11楼1118室,0755-82934950,https://vfile.meituan.net/440.0/joymerchant/-2499414798230881032-1555036-1520733139747.jpg
乐信齿科,福田区深南大道2008号凤凰大厦2栋403室（距岗厦北站约391米）,0755-23609940,https://p0.meituan.net/440.0/deal/__13504336__7730359.jpg
同步齿科同越口腔门诊部,福田区梅林路卓越城二期A座21楼2107（近上梅林地铁站D，E出口）,0755-29668092,https://p1.meituan.net/440.0/joymerchant/50103c278634f0f8daa10b954201b07a--1742260877.jpg
正夫口腔（岗厦旗舰店）,福田区彩田南路中深花园裙楼101-111室,0755-23600675,https://p1.meituan.net/440.0/joymerchant/3714921910253319578-5450870-1495699111803.jpg
正夫口腔（华强北旗舰店）,福田区福南社区深南中路3007号国际科技大厦504,0755-88609512,https://p1.meituan.net/440.0/dpdeal/9c5cf1298600510e647eb32a54447322177492.jpg
瑞尔齿科（卓悦汇店）,福田区梅林街道梅林路卓悦汇购物中心5楼515,0755-83999891/400-800-1900,https://vfile.meituan.net/440.0/joymerchant/1596769950220226819-4643866-1537264842241.jpg
正夫口腔（梅林店）,福田区梅林中康路东梅公寓一层南侧01号商铺（梅林第2人民医院隔壁）,0755-83165443,https://p0.meituan.net/440.0/deal/bfc56d94158e84cb757c2b702fe97ddb64548.jpg
同步齿科·同博口腔门诊部,福田区莲花街道红荔西路7002号第壹世界广场A座23层G，H，I，J，K（近地铁2号线莲花西站A口）,0755-29668092,https://p0.meituan.net/440.0/joymerchant/50103c278634f0f8daa10b954201b07a-573542752.jpg
同步齿科（益田店）,福田区福强路中港城1楼商铺（近地铁3号线益田站B出口）,0755-29668092,https://p0.meituan.net/440.0/joymerchant/50103c278634f0f8daa10b954201b07a--1368531778.jpg
正夫口腔（益田店）,福田区福强路益田村23栋连廊1号,0755-83238851,https://vfile.meituan.net/440.0/joymerchant/-379185211073555086-5450870-1517388780722.jpg
拜博口腔（车公庙店）,福田区深南大道与泰然九路交叉口西侧喜年中心A座2501室（地铁1号11号线车公庙站C出口）,400-850-0755,https://p0.meituan.net/440.0/joymerchant/8436879165483767118-23882867-1545294687231.jpg
同步齿科·同诚口腔门诊（岗厦店）,福田区彩田路彩虹桥新都彩虹大厦24AB室（近岗厦站A出口）,0755-29668092,https://p1.meituan.net/440.0/joymerchant/50103c278634f0f8daa10b954201b07a-441832746.jpg
拜博口腔医院,福田区园岭街道红岭中路2061号南国大厦1-2楼（地铁9号线园岭站B出口）,400-850-0755,https://p1.meituan.net/440.0/joymerchant/-3123355590153180980-23882867-1545296755874.jpg
弘和齿科（园岭店）,福田区园岭八街22号商铺新一佳对面,0755-22930385,https://p0.meituan.net/440.0/mogu/af7392c48bf34451f52aa9df9f220170266257.jpg
瑞尔齿科（世纪汇诊所）,福田区深南中路3018号世纪汇办公楼19层1902室,400-880-1900,https://vfile.meituan.net/440.0/joymerchant/3552831437441044706-4643866-1528281338286.jpg
瑞尔齿科（卓越世纪诊所）,福田区福华三路卓越世纪中心4号裙楼2楼L226-227单元,400-880-1900,https://vfile.meituan.net/440.0/joymerchant/6782114140717948532-4643866-1528281252659.jpg
爱康国宾体检中心（华强分院）,福田区深南大道中3039号国际文化大厦4楼,0755-83483183/400-089-0999,https://p0.meituan.net/440.0/joymerchant/-2587181747044873515-22107006-1544002357394.jpg
正夫口腔（皇岗口岸店）,福田区皇岗路与滨河路交汇处东南皇城广场裙楼,0755-83538009,https://p1.meituan.net/440.0/joymerchant/932730952449440061-5450870-1495101078832.jpg
健康服务,罗湖区,全部
深圳远东医院体检中心,罗湖区深南东路2097号深圳远东妇产医院4楼（东门，广深宾馆附近，湖贝地铁站D出口）,0755-82613333/88808888,https://p0.meituan.net/440.0/joymerchant/bad2aef1d5d0b67f35d57e3632bf47be--1937035255.jpg
爱康国宾体检中心（罗湖分院）,罗湖区宝安南路3044号天地大厦一、三楼（近松园路）,400-810-0120,https://p0.meituan.net/440.0/joymerchant/-2587181747044873515-22107006-1544002357394.jpg
杨俊口腔诊所,罗湖区银湖路金碧苑金康楼S1-3号（近银湖汽车站右后方红绿灯处，地铁9号线银湖站D出口）,0755-25882076,https://vfile.meituan.net/440.0/joymerchant/-8423053954856966333-27028679-1530773076274.jpg
深圳鹏程口腔科·医保定点医院,罗湖区笋岗东路3013号长虹大厦一楼（帝豪酒店对面）,400-855-5636,https://p1.meituan.net/440.0/joymerchant/-6757604716162112187-37422853-1544331491750.jpg
深圳南方口腔,罗湖区深南东路1096号（黄贝岭地铁站F1出口旁冶金大厦三楼）,0755-25544296,https://p0.meituan.net/440.0/joymerchant/-3740539317485613269-22287507-1505970583312.JPG
胃思宝胃肠专科体检中心·口臭专科,罗湖区宝岗路120号,0755-23761911/28150120,https://p0.meituan.net/440.0/joymerchant/7f627ecab24ac51d9e0b3d6b9a59be48--1546686518.jpg
盖尔齿科,罗湖区春风路钻石时代公寓商铺101号,0755-82330757/13547911297,https://p1.meituan.net/440.0/joymerchant/5773321158096380583-21449512-1544060329176.jpg
深圳千叶莲临床心理专科门诊部,罗湖区翠竹路1163号华盐大厦1楼,0755-22318729,https://p0.meituan.net/440.0/gpa/5b03060ef0461347a12b560e7541a4b7228608.jpg
博耀齿科（莲塘店）,罗湖区莲塘路218号,0755-33206558,https://p0.meituan.net/440.0/joymerchant/-1446050932943972361-26081921-1505206203768.jpg
诺德齿科（罗湖店）,罗湖区怡景路11号峰景台大厦1楼（怡景地铁站B出口）,0755-22729366,https://p1.meituan.net/440.0/joymerchant/18c788ee9c835206d937576e202451d5-376185526.jpg
积正中医门诊口腔科,罗湖区东门北路翠竹苑底商,18788198931,https://p0.meituan.net/440.0/mogu/df0f956badbab09929754f1b763d473c155168.jpg
正夫口腔（东门店）,罗湖区东门南路金城大厦第三座3053室（地铁一号线国贸站B出口）,0755-82275799,https://p0.meituan.net/440.0/joymerchant/2591719545774638822-5450870-1495693314765.jpg
一品口腔,罗湖区清水河吓围村46栋101深圳市草埔小学东行20米,18826558008,https://p1.meituan.net/440.0/joymerchant/b6e84dd37347126dcb4a76275531f061--333214900.jpg
成华齿科,罗湖区人民南路海丰苑二楼北面（国贸对面，国贸地铁站）,0755-82204035/18923848239,https://p0.meituan.net/440.0/joymerchant/2b6199a1618867046f8d646cf8415249--1250202837.jpg
同步齿科（莲塘店）,罗湖区聚宝路聚宝综合楼二楼（工商银行莲塘支行楼上，麦当劳楼上）,0755-29668092,https://p0.meituan.net/440.0/joymerchant/50103c278634f0f8daa10b954201b07a-917292086.jpg
