订单ID,团长ID,订单日期,订单金额,参团人数,商品分类,团长返现金额
321512802,100957,2018/1/7,775,6,零食-饮料,44.75
321512803,100887,2018/1/7,1269,4,生鲜-禽肉,67.45
321512804,100834,2018/1/7,921,12,零食-坚果,58.05
321512805,100579,2018/1/7,1339,18,生鲜-水果,84.95
321512806,100844,2018/1/7,1122,1,生鲜-蔬菜,57.1
321512807,100557,2018/1/7,1154,11,零食-膨化食品,68.7
321512808,100979,2018/1/7,1013,6,生鲜-水果,56.65
321512809,100942,2018/1/7,847,13,家用-日化用品,55.35
321512810,100861,2018/1/7,1726,6,家用-清洁用品,92.3
321512811,100960,2018/1/7,890,13,生鲜-蔬菜,57.5
321512812,100775,2018/1/7,1498,14,家用-清洁用品,88.9
321512813,100986,2018/1/7,1038,9,家用-个人护理,60.9
321512814,100539,2018/1/7,504,3,零食-饮料,28.2
321512815,100902,2018/1/7,762,12,生鲜-禽肉,50.1
321512816,100961,2018/1/7,869,8,生鲜-水产,51.45
321512817,100441,2018/1/7,120,6,生鲜-蔬菜,12
321512818,100504,2018/1/7,928,12,家用-清洁用品,58.4
321512819,100992,2018/1/7,1087,12,零食-饮料,66.35
321512820,100903,2018/1/7,774,5,生鲜-水果,43.7
321512821,101003,2018/1/7,891,6,零食-坚果,50.55
321512822,100489,2018/1/7,1217,11,零食-膨化食品,71.85
321512823,100836,2018/1/7,909,13,零食-坚果,58.45
321512824,100955,2018/1/7,816,8,零食-坚果,48.8
321512825,100661,2018/1/7,699,10,生鲜-水果,44.95
321512826,100383,2018/1/7,1025,12,生鲜-水果,63.25
321512827,100892,2018/1/7,704,7,零食-坚果,42.2
321512828,100719,2018/1/7,774,13,生鲜-水果,51.7
321512829,100483,2018/1/7,667,3,生鲜-水产,36.35
321512830,100793,2018/1/7,518,13,零食-坚果,38.9
321512831,100615,2018/1/7,570,10,生鲜-禽肉,38.5
321512832,100781,2018/1/7,1045,10,生鲜-蔬菜,62.25
321512833,100849,2018/1/7,1578,11,生鲜-水果,89.9
321512834,100695,2018/1/7,869,14,生鲜-水产,57.45
321512835,100415,2018/1/7,1409,2,零食-坚果,72.45
321512836,101007,2018/1/7,1062,13,零食-方便食品,66.1
321512837,100567,2018/1/7,1206,9,家用-日化用品,69.3
321512838,100515,2018/1/7,679,14,家用-日化用品,47.95
321512839,100475,2018/1/7,1532,15,零食-坚果,91.6
321512840,100816,2018/1/7,679,16,生鲜-水产,49.95
321512841,100390,2018/1/7,1370,9,生鲜-水果,77.5
321512842,100674,2018/1/8,1257,9,生鲜-水果,71.85
321512843,100602,2018/1/8,1441,22,生鲜-蔬菜,94.05
321512844,100606,2018/1/8,562,10,家用-日化用品,38.1
321512845,100959,2018/1/8,1363,15,家用-清洁用品,83.15
321512846,100571,2018/1/8,1130,13,零食-坚果,69.5
321512847,100453,2018/1/8,785,8,家用-个人护理,47.25
321512848,100686,2018/1/8,1206,12,生鲜-水产,72.3
321512849,100911,2018/1/8,971,15,家用-清洁用品,63.55
321512850,100569,2018/1/8,905,9,零食-坚果,54.25
321512851,100509,2018/1/8,930,6,生鲜-水果,52.5
321512852,100605,2018/1/8,1215,11,家用-清洁用品,71.75
321512853,100838,2018/1/8,1067,11,生鲜-水果,64.35
321512854,100979,2018/1/8,963,1,零食-膨化食品,49.15
321512855,100729,2018/1/8,780,3,零食-膨化食品,42
321512856,100853,2018/1/8,1028,6,生鲜-水产,57.4
321512857,100464,2018/1/8,1210,9,零食-饮料,69.5
321512858,100518,2018/1/8,1314,11,家用-日化用品,76.7
321512859,100934,2018/1/8,676,9,家用-个人护理,42.8
321512860,100598,2018/1/8,775,1,生鲜-蔬菜,39.75
321512861,100661,2018/1/8,1648,13,生鲜-蔬菜,95.4
321512862,100633,2018/1/8,509,4,家用-清洁用品,29.45
321512863,100704,2018/1/8,1027,1,生鲜-蔬菜,52.35
321512864,100718,2018/1/8,981,15,零食-坚果,64.05
321512865,100642,2018/1/8,1296,16,零食-膨化食品,80.8
321512866,100828,2018/1/8,941,19,生鲜-禽肉,66.05
321512867,100662,2018/1/8,1355,9,生鲜-蔬菜,76.75
321512868,100624,2018/1/8,1522,13,生鲜-水产,89.1
321512869,100971,2018/1/8,1023,13,零食-方便食品,64.15
321512870,100779,2018/1/8,1403,20,生鲜-水果,90.15
321512871,100531,2018/1/8,1231,7,生鲜-禽肉,68.55
321512872,100775,2018/1/8,1087,4,生鲜-禽肉,58.35
321512873,100666,2018/1/8,450,19,生鲜-水果,41.5
321512874,100683,2018/1/8,1482,15,生鲜-水产,89.1
321512875,100411,2018/1/8,1129,5,家用-日化用品,61.45
321512876,100980,2018/1/8,997,4,家用-个人护理,53.85
321512877,100952,2018/1/8,1191,8,家用-日化用品,67.55
321512878,100574,2018/1/8,951,3,零食-膨化食品,50.55
321512879,100963,2018/1/8,891,19,零食-饮料,63.55
321512880,100840,2018/1/8,1093,15,零食-方便食品,69.65
321512881,100808,2018/1/8,1216,10,家用-日化用品,70.8
321512882,100444,2018/1/8,1050,8,零食-方便食品,60.5
321512883,100633,2018/1/8,579,10,生鲜-禽肉,38.95
321512884,100347,2018/1/8,1091,9,家用-个人护理,63.55
321512885,100367,2018/1/8,750,7,家用-日化用品,44.5
321512886,100860,2018/1/8,1083,11,生鲜-水产,65.15
321512887,100775,2018/1/8,857,14,生鲜-蔬菜,56.85
321512888,100430,2018/1/8,1107,11,零食-坚果,66.35
321512889,100377,2018/1/8,1317,24,家用-清洁用品,89.85
321512890,100570,2018/1/8,403,6,生鲜-水产,26.15
321512891,100805,2018/1/8,728,16,生鲜-水产,52.4
321512892,100773,2018/1/8,1490,7,零食-方便食品,81.5
321512893,100369,2018/1/8,665,10,零食-坚果,43.25
321512894,100972,2018/1/8,906,17,零食-坚果,62.3
321512895,100448,2018/1/8,1143,10,生鲜-水果,67.15
321512896,100501,2018/1/8,751,14,生鲜-水果,51.55
321512897,100666,2018/1/8,765,18,家用-日化用品,56.25
321512898,100396,2018/1/8,1616,19,零食-方便食品,99.8
321512899,100970,2018/1/8,1337,12,生鲜-水产,78.85
321512900,100495,2018/1/8,1028,9,生鲜-蔬菜,60.4
321512901,100636,2018/1/8,1166,7,家用-个人护理,65.3
321512902,100799,2018/1/8,1158,20,家用-个人护理,77.9
321512903,100836,2018/1/8,1150,7,零食-坚果,64.5
321512904,100437,2018/1/8,984,14,生鲜-禽肉,63.2
321512905,100790,2018/1/8,901,4,生鲜-水果,49.05
321512906,100875,2018/1/8,1020,8,生鲜-水果,59
321512907,100897,2018/1/8,961,6,家用-清洁用品,54.05
321512908,100994,2018/1/8,1059,13,生鲜-水果,65.95
321512909,100614,2018/1/8,1065,1,零食-坚果,54.25
321512910,100650,2018/1/8,1021,10,零食-膨化食品,61.05
321512911,100438,2018/1/8,1305,16,生鲜-水产,81.25
321512912,100772,2018/1/8,1331,8,零食-方便食品,74.55
321512913,100538,2018/1/8,1065,10,家用-个人护理,63.25
321512914,100999,2018/1/9,1204,9,家用-个人护理,69.2
321512915,100685,2018/1/9,1667,18,家用-日化用品,101.35
321512916,100874,2018/1/9,1621,20,生鲜-禽肉,101.05
321512917,100844,2018/1/9,891,1,家用-日化用品,45.55
321512918,100468,2018/1/9,1407,12,生鲜-水果,82.35
321512919,100373,2018/1/9,579,16,零食-坚果,44.95
321512920,100929,2018/1/9,819,20,零食-饮料,60.95
321512921,100695,2018/1/9,915,8,生鲜-蔬菜,53.75
321512922,100501,2018/1/9,939,7,零食-饮料,53.95
321512923,100567,2018/1/9,933,9,生鲜-水果,55.65
321512924,100950,2018/1/9,963,12,家用-日化用品,60.15
321512925,100443,2018/1/9,750,6,家用-日化用品,43.5
321512926,100972,2018/1/9,420,8,生鲜-禽肉,29
321512927,100610,2018/1/9,601,14,零食-饮料,44.05
321512928,100530,2018/1/9,940,1,生鲜-水产,48
321512929,100969,2018/1/9,590,10,生鲜-禽肉,39.5
321512930,100648,2018/1/9,1454,7,零食-膨化食品,79.7
321512931,100982,2018/1/9,1035,11,零食-坚果,62.75
321512932,100442,2018/1/9,328,7,家用-个人护理,23.4
321512933,100463,2018/1/9,1863,9,家用-个人护理,102.15
321512934,100460,2018/1/9,1298,12,生鲜-水果,76.9
321512935,100840,2018/1/9,561,3,生鲜-蔬菜,31.05
321512936,100554,2018/1/9,1206,6,生鲜-蔬菜,66.3
321512937,100678,2018/1/9,1024,21,零食-膨化食品,72.2
321512938,100643,2018/1/9,731,10,零食-坚果,46.55
321512939,100928,2018/1/9,671,23,家用-个人护理,56.55
321512940,100488,2018/1/9,672,9,生鲜-蔬菜,42.6
321512941,100545,2018/1/9,1390,6,生鲜-水产,75.5
321512942,100460,2018/1/9,1322,8,零食-饮料,74.1
321512943,100827,2018/1/9,916,7,家用-清洁用品,52.8
321512944,100710,2018/1/9,967,5,生鲜-禽肉,53.35
321512945,100464,2018/1/9,645,8,生鲜-蔬菜,40.25
321512946,100590,2018/1/9,946,3,零食-饮料,50.3
321512947,100738,2018/1/9,1000,15,生鲜-水产,65
321512948,100606,2018/1/9,1301,14,家用-日化用品,79.05
321512949,100925,2018/1/9,647,16,生鲜-禽肉,48.35
321512950,100378,2018/1/9,692,17,家用-清洁用品,51.6
321512951,100817,2018/1/9,644,7,零食-膨化食品,39.2
321512952,100715,2018/1/9,756,12,零食-坚果,49.8
321512953,100459,2018/1/9,1396,12,零食-方便食品,81.8
321512954,100520,2018/1/9,1240,8,家用-日化用品,70
321512955,100778,2018/1/9,918,9,零食-膨化食品,54.9
321512956,100843,2018/1/9,730,13,零食-坚果,49.5
321512957,100372,2018/1/9,1103,7,家用-个人护理,62.15
321512958,100391,2018/1/9,886,9,生鲜-水果,53.3
321512959,100624,2018/1/9,1549,14,家用-清洁用品,91.45
321512960,100795,2018/1/9,1013,15,零食-方便食品,65.65
321512961,100892,2018/1/9,1059,12,零食-膨化食品,64.95
321512962,100764,2018/1/9,1132,14,生鲜-蔬菜,70.6
321512963,100916,2018/1/9,1070,15,家用-个人护理,68.5
321512964,100379,2018/1/9,1117,15,家用-个人护理,70.85
321512965,100718,2018/1/9,1314,18,零食-方便食品,83.7
321512966,100700,2018/1/9,798,8,家用-清洁用品,47.9
321512967,100801,2018/1/9,1496,5,零食-坚果,79.8
321512968,100888,2018/1/9,800,9,零食-饮料,49
321512969,100901,2018/1/9,1094,5,零食-膨化食品,59.7
321512970,100786,2018/1/9,898,7,零食-方便食品,51.9
321512971,100617,2018/1/9,1154,5,生鲜-水产,62.7
321512972,100621,2018/1/9,936,6,家用-日化用品,52.8
321512973,100415,2018/1/9,930,5,零食-方便食品,51.5
321512974,100962,2018/1/9,1191,8,家用-清洁用品,67.55
321512975,100494,2018/1/9,881,10,零食-坚果,54.05
321512976,100960,2018/1/9,1037,4,零食-膨化食品,55.85
321512977,100867,2018/1/9,1074,8,零食-坚果,61.7
321512978,100685,2018/1/9,1341,16,家用-日化用品,83.05
321512979,100655,2018/1/9,947,2,家用-个人护理,49.35
321512980,100491,2018/1/9,714,15,家用-清洁用品,50.7
321512981,100825,2018/1/9,1031,10,零食-膨化食品,61.55
321512982,100638,2018/1/9,1147,14,家用-清洁用品,71.35
321512983,100467,2018/1/9,940,7,家用-个人护理,54
321512984,100912,2018/1/9,510,13,零食-膨化食品,38.5
321512985,100420,2018/1/9,946,9,家用-日化用品,56.3
321512986,100415,2018/1/9,1191,19,生鲜-水产,78.55
321512987,100610,2018/1/9,1105,6,零食-膨化食品,61.25
321512988,100422,2018/1/9,901,18,零食-膨化食品,63.05
321512989,100677,2018/1/9,1083,5,家用-清洁用品,59.15
321512990,100424,2018/1/9,952,16,生鲜-水果,63.6
321512991,100863,2018/1/9,1203,16,生鲜-禽肉,76.15
321512992,101005,2018/1/9,1332,11,零食-方便食品,77.6
321512993,100569,2018/1/9,732,9,零食-方便食品,45.6
321512994,100425,2018/1/9,1079,15,零食-坚果,68.95
321512995,100539,2018/1/9,953,4,家用-日化用品,51.65
321512996,100754,2018/1/9,975,13,生鲜-水产,61.75
321512997,100642,2018/1/9,1159,7,家用-日化用品,64.95
321512998,100696,2018/1/9,1224,14,家用-日化用品,75.2
321512999,100480,2018/1/9,802,13,生鲜-水产,53.1
321513000,100761,2018/1/10,993,11,家用-日化用品,60.65
321513001,100901,2018/1/10,580,10,生鲜-水果,39
321513002,100723,2018/1/10,1288,16,家用-清洁用品,80.4
321513003,100545,2018/1/10,1937,18,生鲜-禽肉,114.85
321513004,100507,2018/1/10,1172,1,零食-坚果,59.6
321513005,100463,2018/1/10,1794,9,零食-膨化食品,98.7
321513006,100656,2018/1/10,1033,17,生鲜-蔬菜,68.65
321513007,100552,2018/1/10,1083,9,家用-清洁用品,63.15
321513008,100509,2018/1/10,1233,12,零食-坚果,73.65
321513009,100576,2018/1/10,762,13,零食-方便食品,51.1
321513010,100693,2018/1/10,1520,15,家用-清洁用品,91
321513011,100436,2018/1/10,752,11,生鲜-禽肉,48.6
321513012,100600,2018/1/10,1155,9,生鲜-禽肉,66.75
321513013,100923,2018/1/10,922,16,零食-方便食品,62.1
321513014,100405,2018/1/10,937,3,生鲜-蔬菜,49.85
321513015,100512,2018/1/10,898,7,零食-饮料,51.9
321513016,100519,2018/1/10,1355,14,生鲜-禽肉,81.75
321513017,100460,2018/1/10,193,15,家用-清洁用品,24.65
321513018,100389,2018/1/10,1018,7,家用-清洁用品,57.9
321513019,100973,2018/1/10,517,7,家用-日化用品,32.85
321513020,100832,2018/1/10,464,4,家用-清洁用品,27.2
321513021,100724,2018/1/10,1149,11,零食-膨化食品,68.45
321513022,100612,2018/1/10,1478,6,零食-坚果,79.9
321513023,100374,2018/1/10,1073,7,零食-饮料,60.65
321513024,100549,2018/1/10,1236,9,家用-清洁用品,70.8
321513025,100594,2018/1/10,965,12,生鲜-禽肉,60.25
321513026,100698,2018/1/10,1365,10,生鲜-禽肉,78.25
321513027,100507,2018/1/10,1635,5,生鲜-蔬菜,86.75
321513028,100543,2018/1/10,1226,5,零食-饮料,66.3
321513029,100694,2018/1/10,1115,19,家用-个人护理,74.75
321513030,100482,2018/1/10,1108,9,生鲜-水果,64.4
321513031,100383,2018/1/10,1290,15,生鲜-蔬菜,79.5
321513032,100592,2018/1/10,1281,16,生鲜-禽肉,80.05
321513033,100828,2018/1/10,720,8,家用-清洁用品,44
321513034,100578,2018/1/10,1863,9,零食-坚果,102.15
321513035,100557,2018/1/10,989,6,家用-个人护理,55.45
321513036,100636,2018/1/10,1087,12,家用-清洁用品,66.35
321513037,100705,2018/1/10,1612,12,生鲜-水产,92.6
321513038,100915,2018/1/10,804,9,零食-饮料,49.2
321513039,100381,2018/1/10,672,14,零食-膨化食品,47.6
321513040,100888,2018/1/10,1019,12,零食-方便食品,62.95
321513041,100856,2018/1/10,831,8,生鲜-水产,49.55
321513042,100643,2018/1/10,1121,9,生鲜-水产,65.05
321513043,100377,2018/1/10,1289,13,零食-饮料,77.45
321513044,100605,2018/1/10,1477,5,生鲜-禽肉,78.85
321513045,100827,2018/1/10,1467,9,生鲜-蔬菜,82.35
321513046,100525,2018/1/10,577,9,零食-方便食品,37.85
321513047,100476,2018/1/10,1026,6,零食-方便食品,57.3
321513048,100727,2018/1/10,858,4,家用-个人护理,46.9
321513049,100619,2018/1/10,918,5,生鲜-水产,50.9
321513050,100374,2018/1/10,1102,7,家用-清洁用品,62.1
321513051,100824,2018/1/10,1280,3,零食-膨化食品,67
321513052,100936,2018/1/10,992,5,家用-个人护理,54.6
321513053,100913,2018/1/10,846,7,生鲜-水产,49.3
321513054,100902,2018/1/10,1572,2,家用-清洁用品,80.6
321513055,100636,2018/1/10,1177,14,零食-坚果,72.85
321513056,100495,2018/1/10,1249,11,家用-清洁用品,73.45
321513057,100569,2018/1/10,1317,14,生鲜-水果,79.85
321513058,100998,2018/1/10,596,12,生鲜-水产,41.8
321513059,100681,2018/1/10,1029,17,零食-膨化食品,68.45
321513060,100902,2018/1/10,817,13,零食-方便食品,53.85
321513061,100888,2018/1/10,1514,11,生鲜-蔬菜,86.7
321513062,100362,2018/1/10,1224,15,生鲜-水产,76.2
321513063,100957,2018/1/10,961,5,生鲜-禽肉,53.05
321513064,100999,2018/1/10,854,8,生鲜-水果,50.7
321513065,100526,2018/1/10,1066,19,生鲜-蔬菜,72.3
321513066,100776,2018/1/10,981,9,生鲜-水果,58.05
321513067,100496,2018/1/10,555,6,家用-日化用品,33.75
321513068,100819,2018/1/10,1377,9,零食-方便食品,77.85
321513069,100771,2018/1/10,982,4,零食-坚果,53.1
321513070,100780,2018/1/10,1063,9,家用-个人护理,62.15
321513071,100377,2018/1/10,1397,11,零食-坚果,80.85
321513072,101001,2018/1/10,847,1,生鲜-水果,43.35
321513073,100639,2018/1/10,764,10,零食-饮料,48.2
321513074,100925,2018/1/10,567,17,零食-方便食品,45.35
321513075,100928,2018/1/10,1006,10,家用-日化用品,60.3
321513076,100870,2018/1/10,1666,15,家用-个人护理,98.3
321513077,100469,2018/1/10,691,7,生鲜-蔬菜,41.55
321513078,100449,2018/1/10,1338,13,零食-方便食品,79.9
321513079,100924,2018/1/10,814,8,生鲜-禽肉,48.7
321513080,100919,2018/1/11,914,12,家用-日化用品,57.7
321513081,100540,2018/1/11,613,19,生鲜-蔬菜,49.65
321513082,100964,2018/1/11,572,7,家用-个人护理,35.6
321513083,100820,2018/1/11,929,13,生鲜-禽肉,59.45
321513084,100965,2018/1/11,1039,9,生鲜-蔬菜,60.95
321513085,100479,2018/1/11,1616,10,生鲜-禽肉,90.8
321513086,100922,2018/1/11,1636,8,零食-坚果,89.8
321513087,100860,2018/1/11,1067,16,生鲜-水产,69.35
321513088,100828,2018/1/11,1507,7,零食-饮料,82.35
321513089,100755,2018/1/11,1133,9,零食-坚果,65.65
321513090,100730,2018/1/11,837,3,零食-坚果,44.85
321513091,100819,2018/1/11,615,3,零食-膨化食品,33.75
321513092,100459,2018/1/11,1018,3,生鲜-蔬菜,53.9
321513093,100420,2018/1/11,1321,10,零食-饮料,76.05
321513094,100626,2018/1/11,728,7,家用-日化用品,43.4
321513095,100963,2018/1/11,1123,9,生鲜-禽肉,65.15
321513096,100685,2018/1/11,813,14,零食-方便食品,54.65
321513097,100517,2018/1/11,1538,7,生鲜-水果,83.9
321513098,100777,2018/1/11,1585,9,家用-日化用品,88.25
321513099,100830,2018/1/11,1081,9,家用-清洁用品,63.05
321513100,100360,2018/1/11,1263,12,生鲜-水产,75.15
321513101,100647,2018/1/11,958,11,零食-坚果,58.9
321513102,100653,2018/1/11,1516,13,零食-方便食品,88.8
321513103,100901,2018/1/11,1109,14,零食-膨化食品,69.45
321513104,100469,2018/1/11,1305,6,零食-饮料,71.25
321513105,100950,2018/1/11,870,4,生鲜-水果,47.5
321513106,100657,2018/1/11,951,4,零食-膨化食品,51.55
321513107,100920,2018/1/11,1516,13,家用-清洁用品,88.8
321513108,100679,2018/1/11,1322,12,零食-坚果,78.1
321513109,100786,2018/1/11,1065,12,零食-膨化食品,65.25
321513110,100788,2018/1/11,989,1,零食-方便食品,50.45
321513111,100718,2018/1/11,1138,13,零食-坚果,69.9
321513112,100813,2018/1/11,805,16,生鲜-水产,56.25
321513113,100599,2018/1/11,1101,5,零食-方便食品,60.05
321513114,100466,2018/1/11,712,14,生鲜-水产,49.6
321513115,100622,2018/1/11,1307,11,生鲜-水产,76.35
321513116,100935,2018/1/11,911,18,生鲜-水果,63.55
321513117,100464,2018/1/11,952,11,家用-个人护理,58.6
321513118,100670,2018/1/11,1018,9,零食-坚果,59.9
321513119,100420,2018/1/11,1082,15,家用-清洁用品,69.1
321513120,100986,2018/1/11,1094,12,生鲜-水产,66.7
321513121,100972,2018/1/11,1093,5,零食-坚果,59.65
321513122,100461,2018/1/11,1099,5,家用-清洁用品,59.95
321513123,100904,2018/1/11,906,8,家用-清洁用品,53.3
321513124,100825,2018/1/11,1304,13,生鲜-禽肉,78.2
321513125,100790,2018/1/11,944,7,家用-清洁用品,54.2
321513126,100781,2018/1/11,990,5,生鲜-蔬菜,54.5
321513127,100639,2018/1/11,423,15,生鲜-禽肉,36.15
321513128,100997,2018/1/11,786,9,家用-日化用品,48.3
321513129,100828,2018/1/11,904,12,零食-坚果,57.2
321513130,100592,2018/1/11,536,8,零食-膨化食品,34.8
321513131,100763,2018/1/11,1003,15,家用-日化用品,65.15
321513132,100401,2018/1/11,944,2,生鲜-水果,49.2
321513133,100516,2018/1/11,1058,12,家用-个人护理,64.9
321513134,100542,2018/1/11,820,16,生鲜-蔬菜,57
321513135,100959,2018/1/11,1216,1,零食-膨化食品,61.8
321513136,100567,2018/1/11,1058,11,生鲜-水产,63.9
321513137,100621,2018/1/11,887,8,生鲜-蔬菜,52.35
321513138,100559,2018/1/11,1395,2,家用-个人护理,71.75
321513139,100422,2018/1/11,705,17,生鲜-水产,52.25
321513140,100867,2018/1/11,1516,14,零食-坚果,89.8
321513141,100723,2018/1/11,1153,14,家用-日化用品,71.65
321513142,100614,2018/1/11,1167,9,生鲜-蔬菜,67.35
321513143,100866,2018/1/11,1300,15,零食-饮料,80
321513144,100545,2018/1/11,658,7,家用-日化用品,39.9
321513145,100652,2018/1/12,1342,3,生鲜-蔬菜,70.1
321513146,100760,2018/1/12,833,3,生鲜-蔬菜,44.65
321513147,100929,2018/1/12,1623,5,家用-清洁用品,86.15
321513148,100630,2018/1/12,1239,14,家用-日化用品,75.95
321513149,100426,2018/1/12,908,9,家用-个人护理,54.4
321513150,100905,2018/1/12,1154,4,家用-清洁用品,61.7
321513151,100910,2018/1/12,733,16,零食-方便食品,52.65
321513152,100768,2018/1/12,604,16,生鲜-水产,46.2
321513153,100535,2018/1/12,598,2,生鲜-禽肉,31.9
321513154,100980,2018/1/12,976,9,生鲜-水果,57.8
321513155,100507,2018/1/12,1045,8,家用-日化用品,60.25
321513156,100471,2018/1/12,1203,10,生鲜-蔬菜,70.15
321513157,100967,2018/1/12,1197,11,家用-清洁用品,70.85
321513158,100513,2018/1/12,1254,14,家用-日化用品,76.7
321513159,100969,2018/1/12,1099,13,零食-方便食品,67.95
321513160,100742,2018/1/12,738,9,生鲜-水果,45.9
321513161,100551,2018/1/12,1383,5,生鲜-禽肉,74.15
321513162,100764,2018/1/12,1321,6,生鲜-蔬菜,72.05
